guarde,guarded
66536366037007588100445026573,6653636603700758810044502657349351277074
plebe,plebeian
4585748228606859593,4585748228606859593502657405750939203135
048958,0489585867174798546677575732056812884592
89764,8976400282764841416058720618418529718915
700371161829485,7003711618294859399311999550704553811967
theorie,theories
69319626420140427883657026103904561,6931962642014042788365702610390456105151
784204831057493300601979582077395585,7842048310574933006019795820773955852280
intimidate,intimidated
dissolv,dissolve
77869841773560311811167756387258,7786984177356031181116775638725899115168
399974735262,3999747352627641261259953509026095400486
awakeni,awakening
4771881533990204703674908435930908,4771881533990204703674908435930908635477
intimidati,intimidating
5492,5492275811517093149218795927180019409688
5070335984964593,5070335984964593699534959698554244978249
3135247099699336256810236039226404358,3135247099699336256810236039226404358878
4214256107189,4214256107189684662633587441497697392156
uppe,upper
48209918182452244931,4820991818245224493120777682508307682823
218748892712948903980256230468121751455,2187488927129489039802562304681217514550
930457,9304578831285417470790597959094316277223
opening,openings
35036604169973297250886876,3503660416997329725088687696640355570716
0172351816715687,0172351816715687541634849494912890017393
01729390730335086902092251,0172939073033508690209225191244473932783
726909428982971065606801805807843,7269094289829710656068018058078436004618
4826054043618718363302689928586235821,4826054043618718363302689928586235821456
506028190245219,5060281902452191177018634505171087023903
360260478907619455,3602604789076194559182028936577011641688
millenni,millennium
schaffe,schaffer
padde,padded
circulati,circulation
32836210192822937243590283003884445701,3283621019282293724359028300388444570138
38217862260999160086752446265457,3821786226099916008675244626545702896906
04767,0476703386641002527727680088638326662948
peppe,pepper
upst,upstart
18748438923177292613543024932562896371,1874843892317729261354302493256289637136
8853100672894703307954080458332419,8853100672894703307954080458332419218848
circulate,circulates
359432,3594328274275983382931099806461605360243
supplic,supplicated
889126867928123,8891268679281239114888003672072973080135
trembl,trembling
6450333733139422384778582,6450333733139422384778582717195412347860
3336663,3336663383476844380726243073190193635710
77612198129795,7761219812979540401506539853415790536291
37281998690213,3728199869021311629886680267446443489233
58234353037283309503729022,5823435303728330950372902242980276845155
81938490606534404,8193849060653440404390490986412690347926
labell,labelled
awakene,awakened
2789834328957841,2789834328957841696889075623746728104480
ensang,ensanguined
upro,uprose
800633059320775897,8006330593207758971755899258621954620964
956849182333589308133601314887483664642,9568491823335893081336013148874836646422
59416166,5941616693902049665352189672822671972640
347549,3475499431740580563099143218212547336281
burgh,burghers
colonisa,colonisation
506483330340476571182,5064833303404765711827040276868271418084
burgl,burglars
549227581151709314921879592718001940,5492275811517093149218795927180019409688
7886039901574952080654,7886039901574952080654434094624466346532
5966536300491887695236775,5966536300491887695236775791473191842258
1348695851,1348695851652674595151876800333955224105
spectat,spectators
82054678567,8205467856711479730650770354756205674283
28680813247931,2868081324793106686855857401668022408227
254513668581,2545136685817248349847008084016386820972
75317749973,7531774997379929304329437176380185628006
predesti,predestined
477885768426,4778857684269653845944570016975842253124
castawa,castaways
jeweler,jewelers
982816062130523130658731,9828160621305231306587315130769138323171
insultin,insulting
masterwor,masterworks
04821333,0482133375525845710566195869320315632994
323906626708,3239066267086028461633760515735990508698
586753657544861407611931125958512655,5867536575448614076119311259585126557597
0500360758832724886787,0500360758832724886787932409338007186415
uptu,upturned
645647303503,6456473035037374538503489286113141638094
obstina,obstinate
2768601,2768601226558630456913133560978156776098
economical,economically
8722805208286763,8722805208286763003610917345086321330336
0996567133507711905899945,0996567133507711905899945951923990615156
eleus,eleusinian
principle,principles
18476283063,1847628306340588324731228951257944267639
5257149045432792519079400,5257149045432792519079400711150478537803
2156036748286,2156036748286083786568030730626576334697
086084527084,0860845270842392865259753614629003778016
301679513671047510469669001217777,3016795136710475104696690012177771280655
intermed,intermediate
characteristi,characteristics
2074795540809,2074795540809114918662086871848995504452
6606733386480367086953749244898,6606733386480367086953749244898068000217
38497450236265733191,3849745023626573319174244656778749966500
2722103132744475,2722103132744475408331921513593452696139
supplementa,supplementary
involvem,involvement
supplemente,supplemented
7003711618294859399311999,7003711618294859399311999550704553811967
generosit,generosity
5415163381388912,5415163381388912588517924237727229603497
512473554613940315495209739705189624,5124735546139403154952097397051896240157
8976400282764841,8976400282764841416058720618418529718915
redcr,redcross
fixed,fixedly
301852421770613653323607385622816,3018524217706136533236073856228166664597
910995332737556109057837845594546,9109953327375561090578378455945469160223
2378561126697417713671044,2378561126697417713671044248219166714996
80505510382153,8050551038215398276772913731380067153392
rejoine,rejoined
_ye_are_bound_to_t,_ye_are_bound_to_tell_
19479352745644298463088884,1947935274564429846308888463853810686217
239711922814450735588373324,2397119228144507355883733240578148626622
6325285720585876637675428291793,6325285720585876637675428291793354992367
003142397353689284352949580,0031423973536892843529495809943446541431
132712,1327126624750558225863492842771835583164
awak,awakened
7012101,7012101099442207370246136871960314911623
5468626788523,5468626788523300449677955807616618018336
98645173366253295117751055,9864517336625329511775105559014160459873
89717,8971774811216784160854454400190449242294
917855768351696,9178557683516960839286418883009488332470
caree,career
26465913,2646591320356012187593379163966643728283
64564730350373745385034892861131,6456473035037374538503489286113141638094
burde,burden
5216436594262960,5216436594262960768570585698507157151317
7398245,7398245214732831721462190733049206081744
568124293642747415381569221950333156,5681242936427474153815692219503331560151
watercour,watercourse
7229025095430141822,7229025095430141822571803313001481133777
65755,6575531754156198940698289315745851842783
68768964,6876896414259601646896471063480741099285
advised,advisedly
760173385,7601733858843763144148113561693030468420
267548199354611814391336757970,2675481993546118143913367579700141255870
5934198562478071443497720199170,5934198562478071443497720199170266538071
demonst,demonstrations
43876899787023234385,4387689978702323438584381125011714013265
8976226554849416217149895,8976226554849416217149895323834216001140
dissoci,dissociated
4191919911453182543906294573298686,4191919911453182543906294573298686613524
42919906,4291990696311739778787508156022736882496
enlighte,enlightenment
30055223242218586191394795184220131,3005522324221858619139479518422013155331
sjur,sjurist
14171,1417121034460842716166190012571958707932
46822059392167335948505784962,4682205939216733594850578496228079324226
324746052242405197282515378754,3247460522424051972825153787541962759327
166108,1661080277379848576543481249822444235828
45495943873680783956991198705938,4549594387368078395699119870593880855008
disappearan,disappearance
263837983676681591835890496,2638379836766815918358904965216372649296
0378716816618909390,0378716816618909390024386203861000136219
2694021594,2694021594079244805412553604313179926967
5286394195993455684156344577951727033,5286394195993455684156344577951727033374
6633536331900,6633536331900413433284434763006798202371
ideologica,ideological
4886899518123947062595425458449,4886899518123947062595425458449134020340
29683156358145,2968315635814542089054065122641916201550
790651961,7906519612917777354183694676232982904981
281633904967,2816339049676558789901487477972479202502
